timestamp,market_ticker,event_ticker,sport,side,strategy,entry_price,exit_price,peak_price,contracts,entry_fee,exit_fee,pnl_gross,pnl_net,win,exit_reason,age_seconds,price_range,is_bot
2026-03-17T14:38:58.256576+00:00,KXATPCHALLENGERMATCH-26MAR17DEJHAS-HAS,KXATPCHALLENGERMATCH-26MAR17DEJHAS,,yes,watcher_manual,3,2,3,15,0.04,0.01,-0.15,-0.2,0,Stop loss: 2c <= 2c (entry=3c),316,other,0
2026-03-17T14:39:50.263534+00:00,KXNBAREB-26MAR17MIACHA-CHALBALL1-5,KXNBAREB-26MAR17MIACHA,NBAREB,yes,exit_stale_prop_yes,56,55,56,2,0.01,0.01,-0.02,-0.04,0,"Stale: 943s, 1c move, PNL=$-0.04",944,55-64,1
2026-03-17T14:46:46.058220+00:00,KXATPMATCH-26MAR16VUKHAR-HAR,KXATPMATCH-26MAR16VUKHAR,TennisMATCH,yes,exit_stale_tennis_underdog,28,27,28,1,0.02,0.01,-0.01,-0.04,0,"Stale: 938s, 1c move, PNL=$-0.04",938,25-34,1
2026-03-17T14:53:46.292747+00:00,KXATPCHALLENGERMATCH-26MAR17SQUPAL-PAL,KXATPCHALLENGERMATCH-26MAR17SQUPAL,,yes,watcher_manual,17,6,24,16,0.16,0.02,-1.76,-1.94,0,Stop loss: 6c <= 11c (entry=17c),650,15-24,0
2026-03-17T14:53:46.549706+00:00,KXATPCHALLENGERMATCH-26MAR17SQUPAL-SQU,KXATPCHALLENGERMATCH-26MAR17SQUPAL,,no,watcher_manual,85,6,85,31,0.28,0.04,-24.49,-24.81,0,Stop loss: 6c <= 59c (entry=85c),112,85-94,0
2026-03-17T14:56:19.853435+00:00,KXNBAREB-26MAR17MIACHA-CHALBALL1-5,KXNBAREB-26MAR17MIACHA,NBAREB,yes,exit_stale_prop_yes,56,55,56,2,0.01,0.01,-0.02,-0.04,0,"Stale: 936s, 1c move, PNL=$-0.04",936,55-64,1
2026-03-17T15:12:51.479550+00:00,KXNBAREB-26MAR17MIACHA-CHALBALL1-5,KXNBAREB-26MAR17MIACHA,NBAREB,yes,exit_stale_prop_yes,56,55,56,2,0.01,0.01,-0.02,-0.04,0,"Stale: 938s, 1c move, PNL=$-0.04",938,55-64,1
2026-03-17T15:15:29.699757+00:00,KXATPMATCH-26MAR16VUKHAR-HAR,KXATPMATCH-26MAR16VUKHAR,TennisMATCH,yes,exit_stale_tennis_underdog,28,26,28,4,0.02,0.02,-0.08,-0.12,0,"Stale: 992s, 2c move, PNL=$-0.12",992,25-34,1
2026-03-17T15:23:20.423615+00:00,KXWTAMATCH-26MAR17RAKGIB-RAK,KXWTAMATCH-26MAR17RAKGIB,TennisMATCH,yes,exit_sl_tennis_underdog,31,21,31,1,0.02,0.01,-0.1,-0.13,0,Stop loss: 21c<=21c entry=31c PNL=$-0.13,681,25-34,1
2026-03-17T15:23:21.434658+00:00,KXWTAMATCH-26MAR17BIRYUA-YUA,KXWTAMATCH-26MAR17BIRYUA,TennisMATCH,yes,exit_stale_tennis_underdog,38,40,53,3,0.02,0.02,0.06,0.02,1,"Stale: 941s, 2c move, PNL=$0.02",943,35-44,1
2026-03-17T15:31:19.841963+00:00,KXNBAREB-26MAR17MIACHA-CHALBALL1-5,KXNBAREB-26MAR17MIACHA,NBAREB,yes,exit_stale_prop_yes,56,55,56,2,0.01,0.01,-0.02,-0.04,0,"Stale: 1003s, 1c move, PNL=$-0.04",1003,55-64,1
2026-03-17T15:34:40.286271+00:00,KXWTAMATCH-26MAR17LEPFRU-LEP,KXWTAMATCH-26MAR17LEPFRU,,yes,watcher_tennis_underdog,26,18,26,5,0.02,0.02,-0.4,-0.44,0,Stop loss: 18c <= 18c (entry=26c),199,25-34,1
2026-03-17T15:36:36.452460+00:00,KXWTAMATCH-26MAR17BIRYUA-YUA,KXWTAMATCH-26MAR17BIRYUA,TennisMATCH,yes,exit_sl_tennis_underdog,36,23,36,3,0.02,0.01,-0.39,-0.42,0,Stop loss: 23c<=25c entry=36c PNL=$-0.42,634,35-44,1
2026-03-17T15:43:37.258967+00:00,KXATPMATCH-26MAR17HANVAN-VAN,KXATPMATCH-26MAR17HANVAN,TennisMATCH,yes,exit_sl_tennis_underdog,24,16,24,5,0.02,0.02,-0.4,-0.44,0,Stop loss: 16c<=16c entry=24c PNL=$-0.44,844,15-24,1
2026-03-17T15:43:38.150917+00:00,KXATPMATCH-26MAR17FERYUN-YUN,KXATPMATCH-26MAR17FERYUN,TennisMATCH,yes,exit_stale_tennis_underdog,31,30,31,4,0.02,0.02,-0.04,-0.08,0,"Stale: 1109s, 1c move, PNL=$-0.08",1110,25-34,1
2026-03-17T17:21:00.442970+00:00,KXWTAMATCH-26MAR17BIRYUA-YUA,KXWTAMATCH-26MAR17BIRYUA,,yes,watcher_tennis_underdog,27,5,27,4,0.02,0.01,-0.88,-0.91,0,Stop loss: 5c <= 18c (entry=27c),6209,25-34,1
2026-03-17T17:27:58.952011+00:00,KXWTAMATCH-26MAR17VIDJAC-JAC,KXWTAMATCH-26MAR17VIDJAC,,yes,watcher_manual,36,24,36,3,0.02,0.01,-0.36,-0.39,0,Stop loss: 24c <= 25c (entry=36c),190,35-44,0
2026-03-17T17:35:53.558935+00:00,KXWTAMATCH-26MAR17WALTOM-WAL,KXWTAMATCH-26MAR17WALTOM,,yes,watcher_tennis_underdog,28,17,28,4,0.02,0.01,-0.44,-0.47,0,Stop loss: 17c <= 19c (entry=28c),859,25-34,1
2026-03-17T17:35:54.536411+00:00,KXATPMATCH-26MAR17HANVAN-VAN,KXATPMATCH-26MAR17HANVAN,,yes,watcher_tennis_underdog,31,14,31,4,0.02,0.01,-0.68,-0.71,0,Stop loss: 14c <= 21c (entry=31c),405,25-34,1
2026-03-17T17:36:23.859971+00:00,KXATPMATCH-26MAR16VUKHAR-HAR,KXATPMATCH-26MAR16VUKHAR,TennisMATCH,yes,exit_stale_manual,28,26,28,4,2.06,0.02,-0.08,-2.16,0,"Stale: 54006s, 2c move, PNL=$-2.16",54007,25-34,0
2026-03-17T17:37:17.978364+00:00,KXNBAREB-26MAR17MIACHA-CHALBALL1-5,KXNBAREB-26MAR17MIACHA,NBAREB,yes,exit_stale_prop_yes,56,55,56,2,0.01,0.01,-0.02,-0.04,0,"Stale: 945s, 1c move, PNL=$-0.04",945,55-64,1
2026-03-17T17:40:37.078080+00:00,KXATPMATCH-26MAR16VUKHAR-HAR,KXATPMATCH-26MAR16VUKHAR,,yes,watcher_tennis_underdog,28,19,28,4,0.02,0.02,-0.36,-0.4,0,Stop loss: 19c <= 19c (entry=28c),198,25-34,1
2026-03-17T17:40:37.161639+00:00,KXATPMATCH-26MAR17BLOOCO-OCO,KXATPMATCH-26MAR17BLOOCO,TennisMATCH,yes,exit_stale_manual,33,35,40,3,0.02,0.02,0.06,0.02,1,"Stale: 932s, 2c move, PNL=$0.02",932,25-34,0
2026-03-17T17:42:22.575983+00:00,KXATPMATCH-26MAR17BLOOCO-OCO,KXATPMATCH-26MAR17BLOOCO,TennisMATCH,yes,exit_stale_manual,33,33,33,3,0.02,0.02,0.0,-0.04,0,"Stale: 1037s, 0c move, PNL=$-0.04",1038,25-34,0
2026-03-17T17:43:15.354997+00:00,KXWTAMATCH-26MAR17SUNVEK-VEK,KXWTAMATCH-26MAR17SUNVEK,TennisMATCH,yes,exit_sl_tennis_underdog,33,21,53,3,0.02,0.01,-0.36,-0.39,0,Stop loss: 21c<=23c entry=33c PNL=$-0.39,1297,25-34,1
2026-03-17T17:44:08.813653+00:00,KXWTAMATCH-26MAR17SEIMAS-SEI,KXWTAMATCH-26MAR17SEIMAS,TennisMATCH,yes,exit_sl_tennis_underdog,21,14,23,6,0.02,0.02,-0.42,-0.46,0,Stop loss: 14c<=14c entry=21c PNL=$-0.46,952,15-24,1
2026-03-17T17:50:11.333085+00:00,KXATPMATCH-26MAR17HANVAN-HAN,KXATPMATCH-26MAR17HANVAN,,no,watcher_manual,95,2,95,20,0.02,0.01,-18.6,-18.63,0,Stop loss: 2c <= 66c (entry=95c),242,95-104,0
2026-03-17T17:50:29.955356+00:00,KXNBAREB-26MAR17MIACHA-CHALBALL1-5,KXNBAREB-26MAR17MIACHA-CHALBALL1,NBAREB,yes,exit_stale_manual,56,55,56,2,0.92,0.01,-0.02,-0.95,0,"Stale: 17504s, 1c move, PNL=$-0.95",17504,55-64,0
2026-03-17T17:52:16.722767+00:00,KXWTAMATCH-26MAR17VIDJAC-JAC,KXWTAMATCH-26MAR17VIDJAC,TennisMATCH,yes,exit_stale_tennis_underdog,21,23,23,6,0.02,0.02,0.12,0.08,1,"Stale: 951s, 2c move, PNL=$0.08",951,15-24,1
2026-03-17T17:55:47.313260+00:00,KXWTAMATCH-26MAR17KALPAR-KAL,KXWTAMATCH-26MAR17KALPAR,TennisMATCH,yes,exit_stale_tennis_underdog,33,36,41,3,0.02,0.02,0.09,0.05,1,"Stale: 908s, 3c move, PNL=$0.05",909,25-34,1
2026-03-17T17:55:48.363510+00:00,KXWTAMATCH-26MAR17SUNVEK-VEK,KXWTAMATCH-26MAR17SUNVEK,TennisMATCH,yes,exit_sl_manual,22,13,22,5,0.08,0.01,-0.45,-0.54,0,Stop loss: 13c<=15c entry=22c PNL=$-0.54,2050,15-24,0
2026-03-17T18:01:58.709512+00:00,KXNBAREB-26MAR17MIACHA-CHALBALL1-5,KXNBAREB-26MAR17MIACHA-CHALBALL1,NBAREB,yes,exit_stale_manual,56,55,56,2,1.0,0.01,-0.02,-1.03,0,"Stale: 18193s, 1c move, PNL=$-1.03",18193,55-64,0
2026-03-17T18:06:18.421453+00:00,KXATPMATCH-26MAR16VUKHAR-HAR,KXATPMATCH-26MAR16VUKHAR,TennisMATCH,yes,exit_stale_tennis_underdog,21,23,23,2,0.02,0.01,0.04,0.01,1,"Stale: 947s, 2c move, PNL=$0.01",947,15-24,1
2026-03-17T18:09:49.306324+00:00,KXWTAMATCH-26MAR17SEIMAS-SEI,KXWTAMATCH-26MAR17SEIMAS,TennisMATCH,yes,exit_stale_tennis_underdog,26,23,26,5,0.02,0.02,-0.15,-0.19,0,"Stale: 1050s, 3c move, PNL=$-0.19",1051,25-34,1
2026-03-17T18:12:26.084395+00:00,KXATPMATCH-26MAR17BLOOCO-OCO,KXATPMATCH-26MAR17BLOOCO,TennisMATCH,yes,exit_sl_tennis_underdog,35,23,36,3,0.02,0.01,-0.36,-0.39,0,Stop loss: 23c<=24c entry=35c PNL=$-0.39,1051,35-44,1
2026-03-17T18:12:27.412392+00:00,KXWTAMATCH-26MAR17KALPAR-KAL,KXWTAMATCH-26MAR17KALPAR,TennisMATCH,yes,exit_stale_tennis_underdog,35,32,35,3,0.02,0.02,-0.09,-0.13,0,"Stale: 941s, 3c move, PNL=$-0.13",943,35-44,1
2026-03-17T18:13:20.612894+00:00,KXWTAMATCH-26MAR17KALPAR-KAL,KXWTAMATCH-26MAR17KALPAR,,yes,watcher_manual,35,24,35,3,0.15,0.01,-0.33,-0.49,0,Stop loss: 24c <= 24c (entry=35c),1962,35-44,0
2026-03-17T18:16:07.293579+00:00,KXATPMATCH-26MAR16VUKHAR-HAR,KXATPMATCH-26MAR16VUKHAR,,yes,watcher_manual,21,5,21,4,2.33,0.01,-0.64,-2.98,0,Stop loss: 5c <= 14c (entry=21c),56390,15-24,0
2026-03-17T18:34:08.822958+00:00,KXWTAMATCH-26MAR17VIDJAC-JAC,KXWTAMATCH-26MAR17VIDJAC,,yes,watcher_tennis_underdog,28,43,53,4,0.02,0.02,0.6,0.56,1,"Trail exit: $0.56 profit, peak=53c stop=43c",2458,25-34,1
2026-03-17T18:34:19.147991+00:00,KXNBAGAME-26MAR17DETWAS-DET,KXNBAGAME-26MAR17DETWAS,,no,watcher_manual,94,5,94,20,0.02,0.02,-17.8,-17.84,0,Stop loss: 5c <= 65c (entry=94c),36,85-94,0
2026-03-17T19:37:20.431182+00:00,KXATPMATCH-TEST-NODAL,KXATPMATCH-TEST,,no,exit_trail_value_fade,6,7,6,3,0.01,0.01,0.03,0.01,1,stack check mock exit,0,5-14,1
2026-03-17T19:59:22.971056+00:00,KXATPMATCH-TEST-NODAL,KXATPMATCH-TEST,,no,exit_trail_value_fade,6,7,6,3,0.01,0.01,0.03,0.01,1,stack check mock exit,0,5-14,1
2026-03-17T20:05:29.103927+00:00,KXATPMATCH-26MAR17BASSHI-SHI,KXATPMATCH-26MAR17BASSHI,,yes,watcher_manual,16,11,16,29,0.28,0.05,-1.45,-1.78,0,Stop loss: 11c <= 11c (entry=16c),8,15-24,0
2026-03-17T20:25:49.282012+00:00,KXATPMATCH-TEST-NODAL,KXATPMATCH-TEST,,no,exit_trail_value_fade,6,7,6,3,0.01,0.01,0.03,0.01,1,stack check mock exit,0,5-14,1
2026-03-17T20:26:59.876712+00:00,KXATPMATCH-TEST-NODAL,KXATPMATCH-TEST,,no,exit_trail_value_fade,6,7,6,3,0.01,0.01,0.03,0.01,1,stack check mock exit,0,5-14,1
2026-03-17T20:28:13.729172+00:00,KXATPMATCH-TEST-NODAL,KXATPMATCH-TEST,,no,exit_trail_value_fade,6,7,6,3,0.01,0.01,0.03,0.01,1,stack check mock exit,0,5-14,1
2026-03-17T20:29:31.482338+00:00,KXATPMATCH-TEST-NODAL,KXATPMATCH-TEST,,no,exit_trail_value_fade,6,7,6,3,0.01,0.01,0.03,0.01,1,stack check mock exit,0,5-14,1
2026-03-17T20:45:35.657453+00:00,KXATPMATCH-TEST-NODAL,KXATPMATCH-TEST,,no,exit_trail_value_fade,6,7,6,3,0.01,0.01,0.03,0.01,1,stack check mock exit,0,5-14,1
2026-03-17T22:01:29.233013,exit_stale_prop_yes,KXNBAPTS-26MAR17PHXMIN-PHXDBOOKER1-25,yes,9,65,63,-0.26,"Stale: 2606s, 2c move, PNL=$-0.26"
2026-03-17T22:40:25.879453,watcher_tennis_underdog,KXWTAMATCH-26MAR17BOUBOU2-BOU2,yes,5,21,14,-0.39,Stop loss: 14c <= 14c (entry=21c)
2026-03-17T22:44:51.561779,watcher_tennis_underdog,KXATPMATCH-26MAR17VUKBAR-VUK,yes,3,32,17,-0.48,Stop loss: 17c <= 22c (entry=32c)
2026-03-17T22:47:27.012218,watcher_tennis_underdog,KXATPCHALLENGERMATCH-26MAR17HERCOL-COL,yes,2,38,23,-0.32,Stop loss: 23c <= 26c (entry=38c)
2026-03-17T22:50:35.230812,exit_stale_tennis_underdog,KXWTAMATCH-26MAR17KENBLI-BLI,yes,2,39,37,-0.06,"Stale: 960s, 2c move, PNL=$-0.06"
2026-03-17T22:50:36.163111,exit_stale_tennis_underdog,KXATPCHALLENGERMATCH-26MAR17KUZGEA-KUZ,yes,3,33,30,-0.13,"Stale: 959s, 3c move, PNL=$-0.13"
2026-03-17T22:51:48.413673,exit_stale_tennis_underdog,KXWTAMATCH-26MAR17ZHACIR-ZHA,yes,4,25,23,-0.12,"Stale: 1034s, 2c move, PNL=$-0.12"
2026-03-17T22:54:20.065195,watcher_tennis_underdog,KXATPMATCH-26MAR17WALHIJ-HIJ,yes,3,30,54,0.68,"Trail exit: $0.68 profit, peak=72c stop=59c"
2026-03-17T23:07:48.421903,watcher_tennis_underdog,KXATPMATCH-26MAR17WALHIJ-WAL,yes,3,28,70,1.22,"Trail exit: $1.22 profit, peak=86c stop=70c"
2026-03-17T23:09:09.629321,watcher_tennis_underdog,KXATPMATCH-26MAR17TIRLAN-LAN,yes,2,36,25,-0.24,Stop loss: 25c <= 25c (entry=36c)
2026-03-17T23:11:09.387178,watcher_prop_yes,KXNBAPTS-26MAR17MIACHA-CHALBALL1-20,yes,1,56,32,-0.26,Stop loss: 32c <= 39c (entry=56c)
2026-03-17T23:19:23.743400,watcher_tennis_underdog,KXATPMATCH-26MAR17BELCAS-BEL,yes,2,37,68,0.6,Tennis TP pct=67% 68c>=67c PNL=$0.60
2026-03-17T23:19:26.320735,watcher_manual,KXATPMATCH-26MAR17BELCAS-BEL,yes,2,36,68,0.59,Tennis TP pct=67% 68c>=67c PNL=$0.59
2026-03-17T23:20:00.865467,watcher_tennis_underdog,KXATPMATCH-26MAR17VUKBAR-VUK,yes,2,34,22,-0.26,Tennis SL pct=33% 22c<=23c PNL=$-0.26
2026-03-17T23:20:33.949253,watcher_manual,KXATPMATCH-26MAR17BELCAS-CAS,yes,2,34,24,-0.22,Tennis SL pct=67% 24c<=24c PNL=$-0.22
2026-03-17T23:24:03.775894,watcher_tennis_underdog,KXATPMATCH-26MAR17BELCAS-CAS,yes,4,25,15,-0.43,Tennis SL pct=67% 15c<=18c PNL=$-0.43
2026-03-17T23:26:18.808230,watcher_manual,KXATPMATCH-26MAR17BELCAS-CAS,yes,27,17,13,-1.51,Tennis SL pct=99% 13c<=13c PNL=$-1.51
2026-03-17T23:26:40.828101,watcher_tennis_underdog,KXATPCHALLENGERMATCH-26MAR16HUECUN-CUN,yes,3,28,20,-0.27,Tennis SL pct=97% 20c<=21c PNL=$-0.27
2026-03-17T23:27:27.804398,watcher_manual,KXATPCHALLENGERMATCH-26MAR16HUECUN-CUN,yes,3,28,19,-0.28,Tennis SL pct=97% 19c<=21c PNL=$-0.28
2026-03-17T23:28:13.472075,watcher_tennis_underdog,KXATPMATCH-26MAR17SVAMER-MER,yes,2,40,25,-0.32,Tennis SL pct=78% 25c<=28c PNL=$-0.32
